дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2021-05-10,2021,5,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Spa,ALU,11,2.37,Готівка
2021-05-11,2021,5,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,1,0.18,Ваучер
2021-05-11,2021,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,7,1.53,Додаток
2021-05-11,2021,5,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,11,1.45,Ваучер
2021-05-11,2021,5,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,11,1.83,Додаток
2021-05-11,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,ALU,5,0.58,Ваучер
2021-05-12,2021,5,Німеччина,Мюнхен,DPG/Pfand,98,2003,Coca-Cola,ALU,26,4.97,Благодійність
2021-05-12,2021,5,Хорватія,Загреб,HAOP,90,2006,Jamnica,ALU,6,1.42,Ваучер
2021-05-12,2021,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,27,2.95,Благодійність
2021-05-12,2021,5,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,25,2.67,Ваучер
2021-05-13,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,PET,26,2.74,Ваучер
2021-05-13,2021,5,Литва,Вільнюс,USAD,92,2016,Kauno Grūdai,ALU,28,6.98,Ваучер
2021-05-13,2021,5,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,27,5.34,Готівка
2021-05-13,2021,5,Швеція,Уппсала,Returpack,88,1984,Loka,PET,7,0.95,Ваучер
2021-05-13,2021,5,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,ALU,33,6.39,Ваучер
2021-05-13,2021,5,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,23,2.9,Готівка
2021-05-13,2021,5,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,18,2.81,Благодійність
2021-05-14,2021,5,Німеччина,Штутгарт,DPG/Pfand,98,2003,Sprite,ALU,8,0.87,Готівка
2021-05-14,2021,5,Литва,Шяуляй,USAD,92,2016,Rasa,PET,22,3.11,Благодійність
2021-05-14,2021,5,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,PET,11,2.37,Готівка
2021-05-14,2021,5,Фінляндія,Турку,Palpa,94,1996,Olvi,PET,19,3.92,Додаток
2021-05-14,2021,5,Фінляндія,Тампере,Palpa,94,1996,Pirkka,PET,28,3.98,Готівка
2021-05-14,2021,5,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Spa,PET,26,3.45,Готівка
2021-05-14,2021,5,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,ALU,19,3.94,Благодійність
2021-05-15,2021,5,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,30,7.47,Ваучер
2021-05-15,2021,5,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,2,0.25,Готівка
2021-05-15,2021,5,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,17,3.5,Готівка
2021-05-15,2021,5,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,15,2.09,Додаток
2021-05-15,2021,5,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Cido,PET,30,3.15,Благодійність
2021-05-16,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Solo,PET,7,1.68,Ваучер
2021-05-16,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Hansa,PET,13,2.61,Додаток
2021-05-16,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,ALU,22,3.76,Ваучер
2021-05-16,2021,5,Литва,Клайпеда,USAD,92,2016,Švyturys,PET,24,3.14,Додаток
2021-05-16,2021,5,Литва,Каунас,USAD,92,2016,Švyturys,PET,29,3.99,Додаток
2021-05-16,2021,5,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,PET,8,1.11,Додаток
2021-05-16,2021,5,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,ALU,23,4.26,Ваучер
2021-05-17,2021,5,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,14,3.23,Благодійність
2021-05-17,2021,5,Фінляндія,Турку,Palpa,94,1996,Olvi,PET,24,4.56,Благодійність
2021-05-18,2021,5,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,29,6.35,Додаток
2021-05-18,2021,5,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,23,2.51,Ваучер
2021-05-18,2021,5,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,17,3.29,Додаток
2021-05-18,2021,5,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,ALU,23,5.01,Додаток
2021-05-18,2021,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,ALU,2,0.37,Благодійність
2021-05-18,2021,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,3,0.46,Додаток
2021-05-18,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,PET,19,4.1,Додаток
2021-05-18,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,19,3.32,Ваучер
2021-05-19,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Ringnes,ALU,12,2.72,Готівка
2021-05-19,2021,5,Хорватія,Спліт,HAOP,90,2006,Karlovačko,PET,2,0.41,Готівка
2021-05-19,2021,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,16,1.89,Додаток
2021-05-20,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,PET,23,5.36,Ваучер
2021-05-20,2021,5,Швеція,Гетеборг,Returpack,88,1984,Nygårda,PET,7,1.18,Додаток
2021-05-20,2021,5,Данія,Орхус,Dansk Retursystem,89,2002,Faxe,PET,1,0.11,Ваучер
2021-05-20,2021,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,23,3.62,Благодійність
2021-05-20,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Grolsch,PET,9,1.84,Додаток
2021-05-21,2021,5,Німеччина,Кельн,DPG/Pfand,98,2003,Gerolsteiner,PET,18,2.0,Благодійність
2021-05-21,2021,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Värska,ALU,14,2.73,Готівка
2021-05-21,2021,5,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,9,2.13,Додаток
2021-05-21,2021,5,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,9,2.21,Благодійність
2021-05-21,2021,5,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Sourcy,ALU,26,3.79,Благодійність
2021-05-21,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,ALU,24,2.56,Благодійність
2021-05-22,2021,5,Норвегія,Берген,Infinitum,97,1999,Ringnes,ALU,9,1.98,Готівка
2021-05-22,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,ALU,22,4.18,Додаток
2021-05-22,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,ALU,22,4.45,Благодійність
2021-05-22,2021,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,23,4.75,Додаток
2021-05-22,2021,5,Швеція,Гетеборг,Returpack,88,1984,Loka,PET,3,0.46,Ваучер
2021-05-22,2021,5,Швеція,Гетеборг,Returpack,88,1984,Loka,PET,16,1.75,Благодійність
2021-05-22,2021,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,6,0.83,Додаток
2021-05-23,2021,5,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,ALU,14,2.83,Додаток
2021-05-23,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,18,4.29,Ваучер
2021-05-23,2021,5,Фінляндія,Тампере,Palpa,94,1996,Fazer,PET,25,3.88,Додаток
2021-05-23,2021,5,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,ALU,1,0.19,Додаток
2021-05-23,2021,5,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,PET,12,1.21,Ваучер
2021-05-23,2021,5,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,23,5.68,Ваучер
2021-05-24,2021,5,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,7,1.17,Ваучер
2021-05-24,2021,5,Німеччина,Франкфурт,DPG/Pfand,98,2003,Sprite,PET,33,6.09,Ваучер
2021-05-24,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,A. Le Coq,PET,5,0.73,Благодійність
2021-05-24,2021,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,16,2.6,Додаток
2021-05-24,2021,5,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,31,7.18,Додаток
2021-05-24,2021,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,27,4.9,Додаток
2021-05-24,2021,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,ALU,4,0.48,Благодійність
2021-05-25,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Ringnes,ALU,12,1.57,Додаток
2021-05-25,2021,5,Німеччина,Франкфурт,DPG/Pfand,98,2003,Paulaner,ALU,23,3.54,Додаток
2021-05-25,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,7,1.34,Додаток
2021-05-25,2021,5,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,PET,15,3.28,Готівка
2021-05-25,2021,5,Данія,Ольборг,Dansk Retursystem,89,2002,Tuborg,PET,12,2.55,Додаток
2021-05-26,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Farris,ALU,24,3.51,Ваучер
2021-05-26,2021,5,Німеччина,Гамбург,DPG/Pfand,98,2003,Coca-Cola,PET,3,0.56,Ваучер
2021-05-26,2021,5,Німеччина,Берлін,DPG/Pfand,98,2003,Coca-Cola,PET,16,3.77,Ваучер
2021-05-26,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Värska,PET,6,1.37,Ваучер
2021-05-26,2021,5,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,1,0.21,Готівка
2021-05-26,2021,5,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,30,3.31,Ваучер
2021-05-26,2021,5,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Sourcy,ALU,29,4.99,Додаток
2021-05-26,2021,5,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,33,5.96,Благодійність
2021-05-27,2021,5,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,ALU,28,5.13,Благодійність
2021-05-27,2021,5,Німеччина,Кельн,DPG/Pfand,98,2003,Gerolsteiner,PET,15,1.8,Додаток
2021-05-27,2021,5,Литва,Клайпеда,USAD,92,2016,Švyturys,PET,25,5.44,Ваучер
2021-05-27,2021,5,Фінляндія,Тампере,Palpa,94,1996,Hartwall,PET,13,2.69,Благодійність
2021-05-27,2021,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Faxe,PET,31,6.09,Ваучер
2021-05-27,2021,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,27,3.42,Ваучер
2021-05-28,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Imsdal,PET,4,0.75,Ваучер
2021-05-28,2021,5,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,15,3.43,Ваучер
2021-05-28,2021,5,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,33,6.69,Благодійність
2021-05-29,2021,5,Литва,Вільнюс,USAD,92,2016,Kauno Grūdai,ALU,16,2.25,Благодійність
2021-05-29,2021,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,33,6.26,Додаток
2021-05-29,2021,5,Фінляндія,Турку,Palpa,94,1996,Olvi,ALU,16,3.78,Додаток
2021-05-29,2021,5,Данія,Орхус,Dansk Retursystem,89,2002,Faxe,ALU,16,1.79,Готівка
2021-05-29,2021,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Cido,PET,33,5.06,Благодійність
2021-05-29,2021,5,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,6,1.25,Готівка
2021-05-30,2021,5,Норвегія,Тромсе,Infinitum,97,1999,Coca-Cola Norway,PET,15,3.38,Благодійність
2021-05-30,2021,5,Німеччина,Франкфурт,DPG/Pfand,98,2003,Gerolsteiner,ALU,13,1.77,Благодійність
2021-05-30,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,19,2.72,Благодійність
2021-05-30,2021,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,16,2.48,Благодійність
2021-05-30,2021,5,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Grolsch,ALU,23,3.35,Благодійність
2021-05-31,2021,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,4,0.44,Ваучер
2021-05-31,2021,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,1,0.13,Додаток
2021-05-31,2021,5,Литва,Шяуляй,USAD,92,2016,Švyturys,ALU,3,0.38,Ваучер
2021-05-31,2021,5,Литва,Каунас,USAD,92,2016,Rasa,ALU,17,4.24,Готівка
2021-05-31,2021,5,Швеція,Уппсала,Returpack,88,1984,Loka,PET,5,1.09,Благодійність
2021-06-01,2021,6,Норвегія,Тронгейм,Infinitum,97,1999,Hansa,PET,3,0.36,Ваучер
2021-06-01,2021,6,Німеччина,Кельн,DPG/Pfand,98,2003,Pepsi,PET,26,5.94,Благодійність
2021-06-01,2021,6,Німеччина,Мюнхен,DPG/Pfand,98,2003,Pepsi,PET,10,1.57,Ваучер
2021-06-01,2021,6,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,ALU,19,2.32,Додаток
2021-06-02,2021,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Volvic,ALU,2,0.25,Благодійність
2021-06-02,2021,6,Німеччина,Гамбург,DPG/Pfand,98,2003,Pepsi,ALU,29,5.03,Благодійність
2021-06-02,2021,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,ALU,16,3.58,Ваучер
2021-06-02,2021,6,Естонія,Нарва,Eesti Pandipakend,93,2005,Värska,ALU,22,4.17,Додаток
2021-06-02,2021,6,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,31,7.55,Готівка
2021-06-02,2021,6,Швеція,Уппсала,Returpack,88,1984,Loka,PET,6,0.97,Додаток
2021-06-02,2021,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,16,3.48,Благодійність
2021-06-03,2021,6,Німеччина,Мюнхен,DPG/Pfand,98,2003,Coca-Cola,PET,22,2.94,Ваучер
2021-06-03,2021,6,Німеччина,Мюнхен,DPG/Pfand,98,2003,Pepsi,ALU,35,7.96,Додаток
2021-06-03,2021,6,Німеччина,Гамбург,DPG/Pfand,98,2003,Pepsi,PET,14,1.77,Благодійність
2021-06-03,2021,6,Фінляндія,Тампере,Palpa,94,1996,Olvi,ALU,37,5.37,Ваучер
2021-06-03,2021,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,36,6.89,Благодійність
2021-06-04,2021,6,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,PET,16,3.24,Благодійність
2021-06-04,2021,6,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,33,6.62,Готівка
2021-06-04,2021,6,Данія,Оденсе,Dansk Retursystem,89,2002,Tuborg,PET,29,5.07,Благодійність
2021-06-04,2021,6,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,16,1.79,Додаток
2021-06-05,2021,6,Німеччина,Берлін,DPG/Pfand,98,2003,Pepsi,PET,31,3.65,Благодійність
2021-06-05,2021,6,Фінляндія,Гельсінкі,Palpa,94,1996,Hartwall,ALU,32,5.7,Благодійність
2021-06-05,2021,6,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,3,0.36,Готівка
2021-06-05,2021,6,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,ALU,11,2.01,Ваучер
2021-06-05,2021,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,33,4.76,Благодійність
2021-06-05,2021,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Spa,PET,28,4.76,Ваучер
2021-06-06,2021,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,PET,29,4.83,Благодійність
2021-06-06,2021,6,Хорватія,Осієк,HAOP,90,2006,Ozujsko,PET,14,1.84,Ваучер
2021-06-06,2021,6,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,ALU,7,1.68,Додаток
2021-06-06,2021,6,Швеція,Стокгольм,Returpack,88,1984,Coca-Cola Sweden,ALU,35,5.36,Ваучер
2021-06-06,2021,6,Швеція,Уппсала,Returpack,88,1984,Nygårda,PET,23,4.39,Готівка
2021-06-06,2021,6,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,36,6.24,Додаток
2021-06-06,2021,6,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,28,3.09,Ваучер
2021-06-07,2021,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,ALU,10,1.63,Готівка
2021-06-07,2021,6,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,37,8.75,Готівка
2021-06-07,2021,6,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,PET,24,5.55,Ваучер
2021-06-07,2021,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Grolsch,PET,2,0.31,Додаток
2021-06-08,2021,6,Німеччина,Кельн,DPG/Pfand,98,2003,Beck's,ALU,33,4.93,Ваучер
2021-06-08,2021,6,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,10,1.13,Благодійність
2021-06-08,2021,6,Литва,Каунас,USAD,92,2016,Švyturys,ALU,13,2.16,Ваучер
2021-06-08,2021,6,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,27,6.46,Ваучер
2021-06-09,2021,6,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,ALU,15,2.49,Благодійність
2021-06-09,2021,6,Норвегія,Осло,Infinitum,97,1999,Solo,PET,39,5.72,Благодійність
2021-06-09,2021,6,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,ALU,19,1.92,Ваучер
2021-06-09,2021,6,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,29,6.34,Додаток
2021-06-09,2021,6,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,PET,14,2.38,Готівка
2021-06-09,2021,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,ALU,9,2.04,Благодійність
2021-06-09,2021,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,5,0.76,Готівка
2021-06-10,2021,6,Норвегія,Осло,Infinitum,97,1999,Hansa,ALU,20,3.51,Ваучер
2021-06-10,2021,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Fanta,PET,5,0.52,Ваучер
2021-06-10,2021,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,11,1.45,Ваучер
2021-06-10,2021,6,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,24,4.54,Готівка
2021-06-10,2021,6,Хорватія,Загреб,HAOP,90,2006,Jamnica,PET,1,0.16,Готівка
2021-06-10,2021,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,29,2.95,Додаток
2021-06-10,2021,6,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,36,4.65,Готівка
2021-06-11,2021,6,Литва,Шяуляй,USAD,92,2016,Akvilė,ALU,23,2.33,Додаток
2021-06-11,2021,6,Фінляндія,Турку,Palpa,94,1996,Fazer,ALU,29,5.89,Готівка
2021-06-11,2021,6,Швеція,Гетеборг,Returpack,88,1984,Nygårda,ALU,16,2.51,Готівка
2021-06-12,2021,6,Норвегія,Ставангер,Infinitum,97,1999,Solo,PET,26,2.87,Додаток
